project;commit;benchmark;param;> 90%;> 95%;> 98%;> 99%
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1000;10;13;20;21
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated;count=1000000;10;10;19;22
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated;count=100;12;12;12;13
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=100000;23;34;66;66
ReactiveX/RxJava;;io.reactivex.ReducePerf.obsSingle;times=1000;8;18;33;82
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1;times=1;13;13;13;19
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableConvert;count=1000;13;14;16;26
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=10000;10;10;10;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=1;7;7;8;8
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.observable;times=10;8;9;13;17
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=1;11;11;11;12
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=10;9;9;17;18
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1000000;7;7;7;8
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=1000000,cpu=10000;10;22;22;22
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=1000;12;12;12;38
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRange;times=1000;17;20;24;30
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=10;10;11;11;18
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=128,work=1000;8;9;18;27
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=1;13;16;17;17
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1000,count=10000,parallelism=1;8;9;14;36
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=10,cpu=10;8;8;8;15
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000,count=10000,parallelism=2;7;7;9;9
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=100;12;12;15;15
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=100;7;9;14;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=256,work=1000;7;8;16;34
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=1000;9;12;15;15
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=100000;10;10;13;26
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=100000;14;15;16;20
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=1;18;18;20;67
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=100;7;9;9;11
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=10;6;6;10;13
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=10000;10;10;10;19
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableDedicated;count=10;10;10;13;13
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10000;;;;
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=100;10;10;11;11
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableDedicated;count=100000;7;7;35;35
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=10000;9;9;15;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableConvert;count=100;10;10;11;20
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=128;10;11;12;22
ReactiveX/RxJava;;io.reactivex.ReducePerf.obsMaybe;times=1000;12;16;16;20
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowablePlain;count=100000;7;7;10;14
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=4;14;14;15;39
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1;8;9;19;19
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100000,cpu=10;12;12;12;12
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=1;11;11;21;31
ReactiveX/RxJava;;io.reactivex.PublishProcessorPerf.bounded1m;;6;6;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=1000000;6;8;14;26
ReactiveX/RxJava;;io.reactivex.TakeUntilPerf.flowable;;7;10;14;35
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowablePlain;count=10000;6;6;9;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1000;11;18;18;28
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=10000;10;10;10;12
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1000;10;10;14;17
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=10000,cpu=10000;;;;
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableDedicated;count=1000000;6;8;19;35
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1000;20;23;33;33
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=10;6;8;10;24
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observablePlain;count=10000;;;;
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOf1;size=1000;8;8;8;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=10;10;11;12;13
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=8,work=100;6;10;10;23
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=100;6;8;8;8
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapJust;times=1;7;8;10;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1;11;11;11;12
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=1;9;19;22;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=1000000;6;6;22;31
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=128;13;13;13;13
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableConvert;count=1000000;7;8;16;28
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;15;20;20;20
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=32,work=100;9;9;21;27
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=1,count=10000,parallelism=1;9;10;11;25
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10,cpu=10000;;;;
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=1000;19;19;23;24
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=100,count=10000,parallelism=4;11;11;11;26
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=1000000;10;10;11;11
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observablePlain;count=1000;7;8;12;13
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated;count=100000;10;10;22;34
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=10;10;10;12;20
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=1000;15;15;15;28
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.flowable;times=1000;8;8;11;11
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000000;26;26;34;34
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=256,work=1000;7;8;9;21
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=1,cpu=100;11;11;11;15
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.flowable;times=10000;9;9;20;22
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=32,work=10;8;8;9;18
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=10000;15;15;16;20
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=100000;13;13;16;37
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.observeOnCompletable;;6;6;13;54
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=100000;11;11;12;12
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=100000;15;16;16;30
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0;times=100;10;10;10;22
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJustMapJust;times=1000000;6;7;7;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=10;8;8;10;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=128;7;7;9;12
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=1000;8;11;21;23
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1000,count=10000,parallelism=4;8;8;13;15
ReactiveX/RxJava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=100000;14;25;25;31
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8,work=100;15;21;32;53
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000;10;10;10;17
ReactiveX/RxJava;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruSync;size=1000;11;11;11;24
ReactiveX/RxJava;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruAsync;size=1000;10;13;13;31
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRangeMapRange;times=1;11;11;11;12
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256,work=1;19;20;21;39
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=10000;10;10;25;72
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=100000;19;19;24;27
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=10;6;8;10;38
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=1;10;12;13;41
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1;7;7;9;11
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=1000;32;34;50;50
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=1,work=10;13;22;24;44
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableConvert;count=1000000;7;9;13;21
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=1;19;19;19;19
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=10000;13;13;16;64
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100000;12;12;12;13
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1000000;9;9;18;18
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableConvert;count=10000;11;11;16;30
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=128;12;12;22;22
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=128,work=1;7;7;8;10
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.pipelineCompletable;;7;8;17;26
ReactiveX/RxJava;;io.reactivex.ReducePerf.obsSingle;times=1000000;6;8;18;29
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=256,work=10;6;6;9;10
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=128,work=10;8;8;16;23
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableConvert;count=10;10;11;30;32
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1000000;7;9;20;20
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1000000;12;12;57;65
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=100;12;13;13;37
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=8;6;8;9;9
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableDedicated;count=100000;17;17;17;70
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=100;10;10;19;37
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=100,count=10000,parallelism=2;8;15;22;27
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100000,cpu=1;11;11;11;11
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;7;8;12;27
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.observeOnSingle;;7;8;16;16
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=10000;10;10;11;12
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableConvert;count=100;12;14;15;36
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100000;13;13;13;13
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000;10;10;18;22
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=100000;10;10;10;14
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=100;7;8;8;9
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1000;9;13;19;37
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.pipelineSingle;;9;12;19;19
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.bpRange;times=1;13;13;22;42
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100000,cpu=100;6;6;8;9
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=1,work=1000;7;8;11;16
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=100000;10;10;25;32
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=100;10;10;25;47
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=10000;12;18;19;65
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain;count=1;36;36;36;36
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=32;11;11;11;18
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=1,work=10;6;12;12;15
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;9;9;9;10
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=256,work=100;10;11;11;37
ReactiveX/RxJava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=10;8;8;30;30
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=32,work=100;8;9;17;24
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableDedicated;count=1000;9;9;31;35
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000;6;7;7;20
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=8,work=10;9;9;18;26
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100000,maxConcurrency=1;10;31;34;52
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=1000000;9;10;18;26
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=10;8;8;9;39
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRange;times=1;12;20;20;30
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.nbpRangeMapRange;times=1000000;13;13;22;27
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=1,work=1;6;6;8;11
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observablePlain;count=10;8;8;12;12
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain;count=100000;11;11;16;31
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=10,cpu=1000;;;;
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert;count=10000;10;11;22;51
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated;count=10;10;10;17;30
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=32,work=100;8;9;16;33
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=1;7;10;14;19
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=10;10;11;31;64
ReactiveX/RxJava;;io.reactivex.JustAsyncPerf.observeOnMaybe;;6;12;17;17
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=10000;9;15;15;16
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=100;15;16;23;28
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=1000;11;13;13;30
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=256;12;12;12;12
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=10000;9;9;11;22
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=1000000;6;10;18;32
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableDedicated;count=10000;6;7;12;12
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=100000;12;12;28;43
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=100000;23;23;31;31
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=10;6;6;13;13
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10,maxConcurrency=1,work=10;6;8;13;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=10000;10;12;12;30
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=10000;10;10;10;11
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableDedicated;count=1000;21;21;21;27
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=100;10;11;16;18
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableDedicated;count=100000;7;10;16;17
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10,cpu=1000;;;;
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=1;10;10;18;33
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=10000;10;10;10;41
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=1000;17;25;30;30
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10000;12;12;17;34
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=100000,cpu=10;7;8;9;9
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable1;times=100;6;6;6;18
ReactiveX/RxJava;;io.reactivex.FlatMapJustPerf.flowable;times=1000;9;9;9;18
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1000;8;8;10;10
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableDedicated;count=1;6;8;8;40
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=100;13;13;17;28
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.mergeTwoAsyncStreamsOfN;size=1;8;10;13;14
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1;6;6;9;43
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=32;10;10;12;31
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJust;times=1000;9;9;9;15
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.oneStreamOfNthatMergesIn1;size=1;6;7;8;8
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=1000;20;20;33;50
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=1000;8;8;11;20
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=1;8;8;14;14
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1;8;10;23;34
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=1000;16;18;18;24
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=1,count=10000,parallelism=3;11;16;23;29
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=10;10;10;11;14
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=10;10;10;11;14
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=10000;10;12;12;49
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=1000000;8;10;15;24
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10,count=10000,parallelism=4;12;13;13;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=100;7;8;13;24
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJustMapJust;times=1000;6;7;11;11
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=100;12;12;12;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=10;10;10;12;14
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1;8;8;18;18
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableDedicated;count=1;7;7;22;22
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJust;times=1;9;9;9;16
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=100;12;12;12;15
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.parallel;compute=1,count=10000,parallelism=1;10;10;15;21
ReactiveX/RxJava;;io.reactivex.ReducePerf.obsMaybe;times=1000000;8;9;18;42
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1,maxConcurrency=32,work=10;7;7;7;15
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=1000;9;9;11;14
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.merge1SyncStreamOfN;size=1;6;6;8;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1000000;6;7;19;29
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observablePlain;count=1;13;13;13;19
